code,name
630302,Пенза IV
636582,Переволоки
647604,Письмянка
651135,Пихта
650927,Пихта-Товарная
640126,Пичкиряево
646809,Погрузная
659245,Подбельская
642600,Поливаново
647515,ПОЛТАВКА (РЗД)
654720,Пост 665 км
640501,Потьма
659300,Похвистнево
638200,Правая Волга
653802,Приуралье
656406,Приютово
647303,Пронино
630406,Пяша
657004,Раевка
632059,Ракша
633616,Рамзай
643001,Рачейка
631625,Ремизово
635378,Репьевка
635402,Репьевка
640003,Рузаевка
635946,Рябина (рзд)
636525,Рязанский (рзд)
653003,Салават
640643,Самаевка
657907,Самара
657705,Самарка
659809,Сарай-Гир
641608,Саранск
658613,Сарбай
652284,Сахарозаводской
644339,Светлый (рзд)
633705,Селикса
658806,Серные Воды I
658914,Серные Воды II
633508,Симанщина
656266,Симская
657606,Смышляевка
645903,Совхозный (рзд)
632806,Соседка
654716,СПОРТИВНАЯ
638003,Средневолжская
652706,Стерлитамак
633404,Студенец
644004,Студенческая
641805,Сура
641754,СУРА-НОВАЯ (РЗД)
631315,Сухарево
635607,Сызрань I
635503,Сызрань II
636205,Сызрань-Город
636309,Сызрань-Город (перев.)
634708,Сюзюм
642121,СЮКСЮМ
655526,Тавтиманово
630904,Танеевка
652119,Татлы
640319,Теплый Стан
658543,Тимашево
633254,Титово
648908,Тихоново
641006,Токмово
659103,Толкай
637301,Тольятти
639307,Томылово
640605,Торбеево
651008,Туймазы
658242,Тургеневка
654400,Тюльган
650414,Тюльма (рзд)
654222,Улу-Елга
655865,Улу-Теляк
645401,Ульяновск I
645505,Ульяновск II
645609,Ульяновск II (перев.)
645100,Ульяновск III
644803,Ульяновск-Центральный
655704,Урман
650607,Уруссу
651807,Уршак (рзд)
651012,Усень (рзд)
651239,Устюба (рзд)
654504,Уфа
654608,Уфа (перев.)
659758,Филипповка
632327,Фитингоф
637208,Химзаводская
637104,Химическая
631714,Хлудово
641129,Хованщина
637602,Царевщина
645308,Цильна
634604,Чаадаевка
639104,Чагра
641824,Чаис
639203,Чапаевск
647002,Челна
646009,Чердаклы
654701,Черниковка
654805,Черниковка-Восточная
650058,Черное Озеро (рзд)
651506,Чишмы
643603,Чуфарово
655348,Шакша
643406,Шарлово
656961,Шафраново
647204,Шентала
644269,Шигоны
657254,Шингак-Куль
639025,Широкополье
633936,Шнаево
654754,Шугуровка
651722,Юматово
650503,Ютаза
654109,Юша (рзд)
631729,Ягодное
646601,Якушка
641504,Ялга
101536,10153
102204,Багратионовск
102308,Багратионовск (эксп.)
103404,Балтийск
103902,Балтийск (эксп.)
103207,Балтийский Лес
103508,Балтийский Лес (эксп.)
104873,БОГАТОВО
104854,Большаково-Новое
102401,Владимиров
101803,Гвардейск
104318,Гурьевск-Новый
104407,Гурьевск-Новый
100707,Гусев
102505,Дзержинская-Новая
101201,Дзержинская-Новая (эксп.)
103654,Дружное-Западное (рзд)
101310,Железнодорожный
101108,Железнодорожный (эксп.)
104746,Жилино-Новое
102901,Западный-Новый
103300,Западный-Новый (эксп.)
104002,Зеленоградск-Новый
101706,Знаменск
100016,Калининград-Пассажирский
103616,Калининград-Северный
100001,Калининград-Сортировочный
100105,Калининград-Сортировочный (эксп.)
100020,КИЕВСКАЯ
101911,Комсомольск-Западный
100548,Краснолесье
104303,Кутузово-Новое
102609,Ладушкин
103007,Лесное-Новое
102100,Луговое-Новое
102702,Мамоново
102806,Мамоново (эксп.)
104905,Неман-Новый
100500,Нестеров
100406,Нестеров (эксп.)
101907,Озерки-Новые
103705,Переславское-Западное
103809,Пионерский Курорт
100209,Пионерский Курорт (эксп.)
104892,Полесск
103118,Пост  26 км
103334,Приморск-Новый
104202,Рябиновка
103813,Светлогорск I
104840,Славск-Новый
104801,Советск
105005,Советск (эксп.)
101502,Угрюмово-Новое
100800,Черняховск
100904,Черняховск (эксп.)
103103,Шиповка
102007,Шиповка(Эксп.)
103866,Янтарный
716908,Аламедин
718602,Багиш
716109,Беловодская
716607,Бишкек I
716700,Бишкек II
717402,Быстровка
718301,Джалал-Абад
718405,Джалал-Абад (эксп.)
717506,Джиль-Арык
717101,Ивановка
715708,Каинды
717008,Кант
715905,Карабалта
718000,Карасу-Узбекский
718208,Карасу-Узбекский (эксп. на Савай)
718104,Карасу-Узбекский (эксп. на Султанабад)
719501,Кашгар-Кишлак
717578,Каямат-Куркол
718706,Кок-Янгак
719107,Кызылкия
715106,Луговая (эксп.)
715500,Мерке
715125,Муньке
719605,Ош
718803,Пост  38 км
718903,Пост  38 км (эксп.)
717309,Пост 222 км
716005,Разъезд № 141
717525,Разъезд № 148
717703,Рыбачье
717807,Рыбачье (эксп.)
716402,Сокулук (рзд)
719408,Ташкумыр
717205,Токмак
715604,Чальдовар
719200,Шамалдысай
719304,Шамалдысай (эксп.)
716202,Шопоково
172584,17258
175205,17520
183428,18342
183502,18350
184007,18400
188703,18870
190084,19008
192639,19263
198230,19823
198279,19827
200623,20062
201734,20173
201823,20182
204304,20430
206009,20600
207707,20770
212300,21230
216458,21645
217516,21751
217610,21761
218025,21802
227109,22710
233307,23330
234225,23422
239905,23990
239996,23999
211933,329 КМ
193006,Авиационная
231903,Авсюнино
214221,АГРОЛЕС
188601,Азарово
172705,Азотная
192003,Акри
180078,АКУЛОВО
237007,Александров
211401,Алексин
234507,Алпатьево
203903,Алтухово
199318,Андроновка
225847,Анилиновая
181009,Апрелевка
205006,Арбузово
204639,Аркино
236803,Арсаки
213708,Арсеньево
207726,Артаково
178006,Аселье
177605,Астапковичи
180701,Аэропорт
184609,Бабынино
183606,Балабаново
230309,Балашиха
212809,Балево
232501,Бармино
192709,Барыбино
187503,Барятинская
174804,Баскаковка
185832,Батагово
180010,Бекасово I
180006,Бекасово-Сортировочное
213500,Белев
199106,Белокаменная
200407,Белые Берега
192802,Белые Столбы
237308,Бельково
185870,Березовский
233345,Берендино
233203,БЕРЕНДИНО
222105,Берестянки
212404,Берники
195800,Бескудниково
186407,Бетлица
193307,Бирюлево-Товарная
222815,Блокпост 204 км
207800,Блохино
225601,Бобрик-Донской
229509,Богатищево
199708,Бойня
235001,Болшево
239002,Большая Волга
239209,Большая Волга (эксп.)
175807,Бородино
204605,Брасово
198705,Братцево
195001,Бронницы
200207,Брянск-Восточный
200002,Брянск-Льговский
200106,Брянск-Орловский
236702,Бужаниново
191208,Бутово
194808,Быково
172902,Вадино
176208,Валутино (бп)
213801,Веженка
226708,Венев
238809,Вербилки
217709,Верховье
228602,Виленки
195209,Виноградово
203405,Витемля (оп)
203706,Витемля (оп) (эксп.)
173303,Владимирский Тупик
198902,Владыкино-Московское
180608,Внуково
217200,Возы
233006,Воймежный
186021,Воймирово
224806,Волово
197609,Волоколамск
174607,Волоста-Пятница
228258,ВОЛШУТА
184505,Воротынск
233608,Воскресенск
227908,Вослебово
201402,Выгоничи
215027,Выползово
222603,Выша
220631,Вышгород
174306,Вязьма
174409,Вязьма-Брянская
174109,Вязьма-Новоторжская
175402,Гагарин
194704,Гжель
225828,Гипсовый (бп)
216903,Глазуновка
170707,Глинка
207302,Глушково
207105,Глушково (эксп.)
171100,Гнездово
189208,Говардово
228116,Говорово
182302,Голицыно
233805,Голутвин
171702,Голынки
214700,Горбачево
184219,Горенская
196201,Гражданская
190807,Гривно
203176,Гринево
226604,Грицово
220063,ГУСЕВСКАЯ
171308,Гусино
187310,Дабужа
231706,Давыдово
214414,Девятое Января (рзд)
212103,Дедилово
196803,Дедовск
223201,Денежниково
204802,Дерюгино
190703,Детково
234620,Дивово
204906,Дмитриев-Льговский
238404,Дмитров
238705,Дмитров (перев.)
170625,Добромино
219009,Долгая
184721,Домашевка
192906,Домодедово
172813,Дорогобуж
183004,Дорохово
231231,Дрезна
239017,Дубна
178400,Дубровка
231602,Дулево
185404,Думиничи
172531,Дурово
170466,Духовская
208004,Дьяконово
220203,Дягилево
201109,Дятьково
233400,Егорьевск I
233326,Егорьевск II
170803,Ельня
184026,Ерденево
216706,Еропкино
225300,Ефремов
224609,Жданка
230402,Железнодорожная
236502,Желтиково
228101,Желтухино
187950,Желябужская
203301,Жеча
185300,Живодовка
192200,Жилево
201768,Жудилово
178504,Жуковка
226106,ЗАДОНСКАЯ
226110,Задонская (рзд)
221009,Задубровье
217605,Залегощь
187522,Занозная
234301,Зарайск
212705,Збродово
182406,Звенигород
218538,Здоровец
235105,Зеленый Бор
185601,Зикеево
202309,Злынка
201202,Злынка (эксп.)
216800,Змиевка
217304,Золотухино
235209,Ивантеевка
238322,Иванцево
173002,Игоревская
222500,Известь
173407,Издешково
218101,Измалково
189509,Износки
238103,Икша
233364,Ильинский Погост
203000,Ипуть
189759,Исаково
213727,Истьино
218203,Казаки
227359,Казановка
214005,Казначеевка
188205,Калуга I
184401,Калуга II
238508,Каналстрой
198404,Канатчиково
173106,Канютино
237204,Карабаново
233909,Карасево
224900,Караси
200500,Карачев
172103,Кардымово
221507,Касимов
174058,Касня
238003,Катуар
171632,Катынь
191804,Кашира-Пассажирская
191903,Кашира-Товарная
227202,Кимовск
237401,Киржач
227503,Клекотки
178701,Клетня
202402,Климов
201908,Климов (эксп.) (удалена)
202101,Клинцы
203829,Клюковники
225902,Ключевка
199604,Кожухово
185851,Козелкино
185103,Козельск
177304,Козловка
204003,Кокоревка
193400,Коломенское
175718,Колочь
208907,Колпны
204709,Комаричи
205805,Конышевка
223705,Кораблино
207406,Коренево
218805,Коротыш
193105,Космос
236409,Костино
189320,Кошняки
177111,Крапивинская
218006,Красная Заря
236108,Красноармейск
171346,Красное
171401,Красное (эксп.)
171609,Красный Бор
201630,Красный Рог
191405,Красный Строитель
180909,Крекшино
181403,Кресты
232304,Кривандино
211806,Криволучье
216104,Кромская
205504,Кромы
209810,Крупец
182603,Кубинка I
182707,Кубинка II
184806,Кудринская
216424,Кузмичевка
181704,Кунцево I
181808,Кунцево II
230506,Купавна
205400,Курбакинская
231805,Куровская
208201,Курск
193701,Кусково
222209,Кустаревка
209401,Кшень
214202,Лазарево
183409,Латышская
180612,Лесной Городок
220504,Лесок
199303,Лефортово
218608,Ливны I
218701,Ливны II
177484,ЛИПОВСКАЯ
220542,Листвянка
198809,Лихоборы
237908,Лобня
206403,Локинская
207209,Локоть (эксп.)
195406,Лосиноостровская
205608,Лужки-Орловские
228309,Лужковская
207904,Лукашевка
197100,Лукино
234206,Луховицы
227306,Львово
206206,Льгов-Киевский
194206,Люберцы I
194300,Люберцы II
190008,Люблино-Сортировочное
201005,Любохна
186801,Людиново I
186905,Людиново II
229104,Макеево-Московское
226500,Маклец
225207,Малая Андреевка
217003,Малоархангельск
183907,Малоярославец
194403,Мальчики
197007,Манихино I
197011,Манихино II
237806,Марк
209308,Мармыжи
187344,Матчино
175120,Мещерская
227607,Миллионная
172404,Милохово
187556,Милятинский Завод
228402,Михайлов
205307,Михайловский Рудник
192605,Михнево
183201,Можайск
226002,МОЛОДЕЖНАЯ
226017,Молодежная (рзд)
235707,Монино
226801,Мордвес
194102,Москва II-Митьково
196004,Москва-Бутырская
194013,Москва-Пассажирская-Казанская
198103,Москва-Пассажирская-Киевская
191602,Москва-Пассажирская-Курская
193519,Москва-Пассажирская-Павелецкая
195506,Москва-Пассажирская-Ярославская
196108,Москва-Рижская
193909,МОСКВА-СОРТ.РЯЗ
197907,Москва-Сортировочная-Киевская
198002,Москва-Товарная-Киевская
191509,Москва-Товарная-Курская
193504,Москва-Товарная-Павелецкая
194009,Москва-Товарная-Рязанская
198207,Москва-Товарная-Смоленская
195603,Москва-Товарная-Ярославская
199407,Москва-Южный Порт
200303,Москва-Южный Порт (перев.)
199905,Москва-Южный Порт (эксп.)
217501,Моховая
188718,Муратовка
215506,Мценск
228239,Мшанка
234808,Мытищи
221403,Мышца
192361,Мякинино
189301,Мятлевская
203803,Навля
221600,Назаровка
183305,Нара
200708,Нарышкино
236606,Наугольный
196606,Нахабино
211007,Некрасово
192304,Непецино
225118,Непрядва
231829,Нерская
221808,Нижнемальцево
173203,Никитинка
194117,Николаевка
173905,Новодугинская
202205,Новозыбков
197204,Новоиерусалимская
225710,Новомосковская I
226303,Новомосковская II
199801,Новопролетарская
176405,Новосмоленская
231000,Ногинск
208409,Ноздрачево
211100,Обидимо
183704,Обнинское
211948,Оболенское
212009,Оболенское
194600,Овражки
214611,Овсяная (рзд)
182209,Одинцово
229706,Ожерелье
181121,ОЖИГОВО
234009,Озеры
190101,Ока
188722,Оп 147 км
207439,Оп 16 км
175142,Оп 215
205913,Оп 584 км
238315,Оп 87 км
223625,Оп Биркино
227221,Оп Гранки
172570,Оп Дорогобуж
185620,Оп Зикеево
170023,Оп Колодня
209524,Оп Лачиново
209906,Оп Локоть
204111,Оп Нерусса
234884,Оп Пирогово
212438,Оп Сторожевое
210127,Оп Труфаново (узк.)
179102,Орджоникидзеград
216000,Орел
230008,Орехово-Зуево
238601,Орудьево
232431,Осаново
200411,ОСТ. ПУНКТ 109 КМ
185279,ОСТ. ПУНКТ 151 КМ
180063,ОСТ. ПУНКТ 221 КМ
206263,ОСТ. ПУНКТ 401 КМ
202084,ОСТ. ПУНКТ 9 КМ
205203,Остапово
215605,Отрада
208502,Отрешково
208606,Охочевка
180203,Очаково I
227700,Павелец-Сызранский
228205,Павелец-Тульский
171030,Павлиново
231104,Павловский Посад
196502,Павшино
218307,Пажень
185508,Палики
194210,Панки
205542,Паньково
210790,Пахомово
220843,Перевлес
176725,Пересна
193805,Перово
188101,Перспективная
233701,Пески
182509,Петелино
232906,Пилево
201503,Пильшино
214306,Плавск
210216,ПЛАТФОРМА 191 КМ
222016,ПЛАТФОРМА 383 КМ
210004,Плеханово
171825,Плоская
238207,Поварово II
197064,Поварово III
197806,ПОВАРОВО-3Ф
203208,Погар
204501,Погребы
234901,Подлипки-Дачные
196305,Подмосковная
190900,Подольск
186303,Подписная
180059,ПОЖИТКОВО
231509,Покров
196316,Покровско-Стрешнево
189104,Полотняный Завод
200816,Полпинская
224524,Полунино
173816,Помельница (рзд)
215239,Пономарево
217107,Поныри
177802,Понятовка
177906,Понятовка (эксп.)
205010,Пост  4 км
236324,Пост  81 км
226520,Пост 205 км
223818,Пост 315 км
208216,ПОСТ 530 КМ
237609,Поточино
201700,Почеп
176800,Починок
198508,Пресня
178237,Пригорье
210926,Приокская
211903,Присады
172122,Присельская
220805,Проня
206704,Псел
200178,Пунка
229602,Пурлово
235904,Пушкино
226835,Пчеловодное
188900,Пятовская
222232,Разъезд  15 км
228972,Разъезд 12 км
227611,Разъезд 422 км
194901,Раменское
192412,Ратмирово
210606,Ревякино
230101,Реутово
178909,Ржаница
200021,РИЖСКИЙ ПОСТ
181827,Ромашково (рзд)
177408,Рославль I
199002,Ростокино
182001,Рублево
171902,Рудня
172008,Рудня (эксп.)
206846,Рулитин
197401,Румянцево
218504,Русский Брод
220006,Рыбное
207603,Рыльск
208108,Рышково
211327,Рюриково
176602,Рябцево
223803,Ряжск I
223822,Ряжск II
232709,Рязановка
220307,Рязань I
222800,Рязань II
222904,Рязань-Ока-Пристань
223004,Рязань-Ока-Пристань (перев.)
232605,Сазоново
177709,Самолюбовка
181206,Сандарово
237558,Санино
222001,Сасово
172508,Сафоново
216301,Саханская
225705,Сборная-Угольная
222406,Свеженькая
201306,Свень
217408,Свобода
226407,Северная
207505,Сеймская
179009,Сельцо
181102,Селятино
216405,Семинарская
173604,Семлево
236305,Сергиев Посад
175309,Серго-Ивановская
228807,Серебряные Пруды
198601,Серебряный Бор
190205,Серпухов
190309,Серпухов-Ветка
178307,Сещинская
191000,Силикатная
203848,Синезерки
217728,Скарятино
228008,Скопин
215008,Скуратово
213303,Слаговищи
170108,Смоленск
170004,Смоленск-Сортировочный
196907,Снегири
235406,Соколовская
226201,Сокольники
180504,Солнечная
238902,Соревнование
232802,Сороковой Бор
206600,Сосновый Бор
192501,Сотниково
221901,Сотницыно
236004,Софрино
187700,Спас-Деменск
211609,Средняя
215807,Стальной Конь
216602,Становой Колодезь
203104,Стародуб
223305,Старожилово
222834,Стенькино I
223108,Стенькино II
177003,Стодолише
190609,Столбовая
230205,Стройка
236907,Струнино
218909,Студеный
192107,Ступино
206507,Суджа
185705,Судимир
203316,Судость
204200,Суземка
204408,Суземка (эксп.)
202900,Сураж
202807,Сураж (эксп.)
185005,Сухиничи
185207,Сухиничи-Главные
211204,Суходол
184100,Суходрев
173801,Сычевка
239106,Талдом-Савеловский
210907,Тарусская
189602,Темкино
215243,Теплое
209609,Теткино
207001,Теткино (эксп.)
184204,Тихонова Пустынь
224702,Товарково
180805,Толстопальцево
228722,Треполье
178805,Тросна
210201,Тула I-Курская
210305,Тула-Вяземская
210108,Тула-Лихвинская
175135,Туманово
213106,Тупик
225006,Турдей
182904,Тучково
196409,Тушино
176301,Тычинино
175604,Уваровка
174700,Угра
199500,Угрешская
209100,Удобрительная
224204,Узловая I
224308,Узловая II
224401,Узловая III
228900,Узуново
202008,Унеча
212508,Упа
225809,Урванка
200110,Урицкий (рзд)
231405,Усад
192658,УСАДЫ-ОКРУЖНЫЕ
182105,Усово
204728,Усожа
193858,УХТОМСКАЯ
221225,Ушинский
195105,Фаустово
186200,Фаянсовая
187908,Ферзиково
181600,Фили
182800,Фили (перев.)
200905,Фокино
234403,Фруктовая
230807,Фрязево
235302,Фрязино
212601,Ханино
204107,Холмечи
197308,Холщевики
217906,Хомутово
210502,Хомяково
233519,Хорлово
200604,Хотынец
236201,Хотьково
230703,Храпуново
223409,Хрущево
191424,Царицыно
228510,Цементная
216208,Цон
223502,Чемодановка
209204,Черемисиново
212902,Черепеть
199208,Черкизово
185866,Чернец
215402,Чернь
193203,Чертаново
233106,Черусти
190506,Чехов
197505,Чисмена
235603,Чкаловская
221348,Чуфистовка
193716,ЧУХЛИНКА
221704,Чучково
187005,Шайковка
189000,Шаня
190402,Шарапова Охота
232107,Шатура
232003,Шатурторф
197702,Шаховская
220909,Шелухово
183803,Шемякино
213002,Шепелево
205909,Шерекино
221102,Шилово
187202,Шлипово
214109,Щекино
235507,Щелково
191104,Щербинка
209007,Щигры
234102,Щурово
230900,Электросталь
230600,Электроугли
176903,Энгельгардтовская
211505,Энергетик
192380,Яганово
194507,Яничкино
172300,Ярцево
220701,Ясаково
213905,Ясная Поляна
210708,Ясногорск
238300,Яхрома
398904,Абаклия
395408,Алексэндрень
399004,Басарабяска
392402,Басарабяска (эксп.)
390001,Бендер I
390601,Бендер II
394903,Блокпост 61 км
394405,Блокпост 61 км (эксп.)
394000,Брэтушень
391604,Буковэц
390705,Булбоака
392700,Бучумень
399409,Бэлцаць
393205,Бэлць-Ораш
393309,Бэльц-Слобозия
398406,Вулкэнешть
394301,Вэлчинец
395200,Вэлчинец (эксп.)
396504,Вэрэнкэу
391407,Гидигич
395709,Гиндешть
393101,Глодень
396805,Готешть
398505,Гречень
398603,Гречень (эксп.)
393915,Гринэуць
394208,Гырбова
397600,Джурджулешть
397704,Джурджулешть (эксп. УЗ)
397901,Джурджулешть (эксп.БДЖ)
397808,Джурджулешть (эксп.ЧФР)
398105,ДЖУРДЖУЛ-ПЕР
398001,ДЖУР-ЭКС-РЕН
393807,Дондушень
393608,Дрокия
398302,Етулия
399606,Етулия (эксп.)
399700,Заим
397403,Зернешть (рзд)
399343,Злоць
399042,ИСЕРПИЯ
392908,Катраник
396701,Кахул
398726,Кирютня
391207,Кишинэу
396006,Кобыльня
396608,Колбасна
394803,Колбасна (эксп.)
397300,Комрат
392607,Крива
398853,Кульма
399305,Кэинарь
391708,Кэлэрашь
399803,Кэушень
390404,Ливада
391106,Ливада (эксп.)
394509,Липкань
396203,Липчень
396307,Матеуць
394602,Медвежа
394706,Медвежа (эксп.)
390902,Мерень
395503,Мэркулешть
390207,Новосавицкая
392306,Новосавицкая (эксп.)
394104,Окница
395304,Окница (эксп.)
396010,Олишкань (рзд)
391017,Оп Парка Ревака
397102,Прут
396909,Прут II
397009,Прут II (эксп.)
391905,Пырлица
398618,Разъезд 208 км
391002,Ревака
393900,Редиул-Маре
391303,Рзд 208 км (эксп.)
395802,Рогожень
396400,Рыбница
393008,Рэуцел
390809,Соколень
393506,София
392721,Стольничень
391500,Стрэшень
392749,Сэрата Веке
398707,Тараклия
390103,Тираспол
393703,Тырнова
392005,Унгень
392202,Унгень (эксп. БДЖ)
392109,Унгень (эксп. ЧФР)
395906,Ункитешть
395605,Флорешть
392804,Фэлешть
399907,Хаджимус (рзд)
398800,Чадыр-Лунга
399108,Чимишлия
399201,Чимишлия (эксп.)
390014,ШЕЛКОВЫЙ КОМБИНАТ
396104,Шолдэнешть
397206,Яргора
10727,01072
11503,01150
11700,01170
11819,01181
12313,01231
21613,02161
43400,04340
47806,04780
51835,05183
57140,05714
59606,05960
63300,06330
63325,06332
73209,07320
10106,1010
10820,1082
16225,1622
16231,1623
16244,1624
20610,2061
23642,2364
244852,24485
25756,2575
27728,2772
27732,2773
27751,2775
40402,4040
437009,43700
45228,4522
45514,4551
45618,4561
45849,4584
46305,4630
48103,4810
49430,4943
51318,5131
52414,5241
550199,55019
56913,5691
57738,5773
58124,5812
60105,6010
63029,6302
63122,6312
63419,6341
63512,6351
63616,6361
64407,6440
64619,6461
64816,6481
6609,660
66328,6632
66525,6652
74540,7454
77943,7794
847630,84763
945207,94520
43010,Абросово
35508,Автово
35404,Автово (перев.)
35601,Автово (эксп.)
62900,Академическая
26809,Аконъярви
14709,Алакурти
34806,Александровская
53101,Алешинка
13706,Амбарный
67903,Андреаполь
45603,Андреево
72117,Антонины Петровой
32406,Антропшино
32603,Антропшино (эксп.)
44206,Анциферово-Мологское
16009,Апатиты
15631,Апатиты I
65700,АРТЕМОВО
65734,Артемово
83709,АУВЕРЕ
15608,Африканда
46409,Бабаево
42342,Бабино
33201,Бадаевская
103601,Балтийск (паром)
63423,БАРТЕНЕВО (РЗД)
69400,Баталино
58302,Батецкая
56025,Беглово
51708,Бежецк
14802,Белое Море
14605,Белое Море (эксп.)
13000,Беломорск
13301,Беломорск (перев.)
39208,Белоостров
50404,Белый Городок
53008,Березайка
70003,Березки
50009,Бологое-Московское
50103,Бологое-Полоцкое
41706,Большая Вишера
75204,Большая Ижора
47401,Большой Двор
36303,Борисова Грива
28307,Боровая
41104,Боровенка
22508,Боровинка
53506,Боровичи
22300,Бородинское
52823,Бочановка
13710,Боярская
35323,Броневая
75308,Бронка
27018,Брусничная
52109,Брусово
43133,Бугры
45001,Будогощь
41509,Бурга
28504,Бусловская
21401,Бусловская (эксп.)
52804,Бушевец
19007,Ваенга
55200,Валдай
47647,ВАЛЯ
61803,Васильевский Мох
37560,Васкелово
73603,Веймарн
66008,Великие Луки
66046,Великополье
73251,Вервенка
34702,Верево
46606,Верхневольский
21204,Верхнечеркасово
51604,Весьегонск
21100,Вещево
24607,Видлица
51816,ВИКТОРОВО
25436,Виллагора
12718,Вирма (рзд)
11400,Вичка
32336,Владимирская
71400,Владимирский Лагерь
67231,Власье
44850,Водогон
33042,ВОЗДУХОПЛАВАТЕЛЬНЫЙ ПАРК
21609,Возрождение
48207,Войбокало
74305,Войсковицы
30237,ВОЙТОЛОВКА
33409,Волковская
74004,Волосово
73904,Волосово (эксп.)
56504,Волот
40008,Волховстрой I
48001,Волховстрой II
54320,Вомпе
66737,Воробецкая (рзд)
73800,Вруда
20004,Выборг
23407,Выборг (перев.)
20108,Выборг (эксп.)
12741,Выг
59004,Вырица
63828,Высокое
20606,Высоцк
23500,Высоцк (перев.)
20706,Высоцк (эксп.)
16920,Выходной
62702,Вышний Волочек
57441,Вязье
24109,Вяртсиля
24202,Вяртсиля (эксп.)
20907,Гаврилово
54509,Гамзино
65202,Гарнея
34026,Гатчина-Варшавская
34100,Гатчина-Пассажирская-Балтийская
34007,Гатчина-Товарная-Балтийская
56740,ГАЧКИ
72901,Гдов
72954,Гдов
72028,Генерала Омельченко (рзд)
26937,Гимольская
45505,Глажево
10205,ГОЛИКОВКА
34401,Горелово
12328,ГОРЕЛЫЙ МОСТ
43720,Горны
67123,Горушки-Невельские
30222,Горы
39513,Горьковское
45495,Гостинополье
52433,Гриблянка
22705,Громово
37607,Грузино
41852,Гряды
54800,Гузятино
66652,Гущино
37109,Дача Долгорукова
33606,Дача Долгорукова (перев.)
36708,Дача Долгорукова (эксп.)
55605,Дворец
57403,Дедовичи
49801,Деревянка
32707,Детское Село
72301,Дивенская
56701,Дно
55107,Добывалово
61705,Доронинская
61659,Дорошиха
42713,Дынино
55003,Едрово
74201,Елизаветино
62609,Елизаровка
13903,Еловая
15203,Ена
52202,Еремково
20201,Ермилово
47007,Ефимовская
65005,Жарковский
65611,Жижица
21011,Житково
48404,Жихарево
46700,Заборье
66205,Заваруйка
67119,Завережье
67405,Завережье (эксп.)
61305,Завидово
10604,Заделье (рзд)
13015,Заливы
36905,Заневский Пост
37202,Заневский Пост (эксп.)
49021,Заостровье
65306,Западная Двина
18108,Заполярная
70107,Запсковье
54551,Зарубинская
25718,ЗАСТАВА
39301,Зеленогорск
64820,Земцы
63508,Зубцов
73302,Ивангород-Нарвский
76003,Ивангород-Нарвский (эксп.)
12101,Идель
66309,Идрица
30805,Ижоры
4209,Ийсалми
24503,Ильинская
64515,Ильмановка (рзд)
16140,Имандра
25603,Иматозеро
42107,Ирса
23905,Кааламо
43203,Кабожа
46108,Кадуй
62308,Калашниково
74803,Калище
50508,Калязин
21702,Каменногорск
14906,Кандалакша
15006,Кандалакша (перев.)
15701,Кандалакша (эксп.)
39602,Каннельярви
38008,Капитолово
39903,Капитолово (эксп.)
4105,КАРАБАС-КРГСОРТ
70056,Карамышево
52607,Кафтино
50809,Кашин
65132,Кащенки
70037,Кеб
10801,Кедрозеро
13208,Кемь
74409,Керстово
51002,Кесова Гора
14003,Кестеньга
28006,Кивиярви
28100,Кивиярви (эксп.)
74108,Кикерино
73507,Кингисепп
44300,Киприя (рзд)
20803,Кирилловское
45209,Кириши
36407,Кирпичный Завод
66629,Киселевичи (рзд)
16742,Кица
60904,Клин
66830,Клястица
66900,Клястица (эксп.)
55906,Кневицы
14408,Княжая
63315,Княжьи Горы
32355,Кобралово
14376,Ковда
15400,Ковдор
17001,Кола
17209,Кола (эксп.)
12614,КОЛЕЖМА
47100,Коли
31600,Колпино
48601,Колчаново
46042,КОМАРИХА
18606,Комсомольск-Мурманский
18709,Комсомольск-Мурманский (эксп.)
61201,Конаково ГРЭС
10708,Кондопога
74702,Копорье
27906,Костомукша-Пассажирская
27802,Костомукша-Товарная
74606,Котлы
76207,Котлы (эксп.)
54104,Котово
12008,Кочкома
34308,Красное Село
74907,Краснофлотск
22211,Красный Сокол
51303,Красный Холм
55501,Крестцы
60500,Крюково
60603,Крюково-Грузовое
68802,Кувшиново
69608,Куженкино
13509,Кузема
23106,Кузнечное
47825,КУКОЛЬ
61644,Кулицкая
53924,Кулотино
54000,Кулотино
65804,Кунья
39814,Куолемаярви
33023,КУПЧИНО
33108,Купчинская
15326,Куропта
43805,Кушавера
37405,Кушелевка
11005,Кяппесельга
49708,Ладва
36337,Ладожское Озеро
64214,Лазари (рзд)
13227,ЛАМБИНО
38215,Ланская
71307,Лапино
16600,Лапландия
16615,Лапландия
26509,Лахколамен
75007,Лебяжье
38807,Левашово
60016,ЛЕВОБЕРЕЖЬЕ
27709,Ледмозеро
57935,Леменка
27304,Лендеры
62806,Леонтьево
24908,Леппясилта
26208,ЛЕППЯСЮРЬЯ
26231,Леппясюрья
22007,Лесогорский
12205,Летний
70728,ЛИВАМЯЭ
34505,Лигово
34609,Лигово (эксп.)
39000,Лисий Нос
38703,Лисий Нос (эксп.)
62100,Лихославль
49106,Лодейное Поле
47906,Лодейное Поле (перев.)
57121,Лозовицы
26000,Лоймола
57009,Локня
16757,Лопарская
13801,Лоухи
72009,Луга I
21331,Лужайка
76300,Лужская
76508,Лужская (перев.)
